,Event_Name,Venue,Addresses,Event_Date,Number_of_Attendees
15,Wahine's Hideaway with The Silver Rider,"<a class=""cat-rev"" href=""/club.aspx?id=152628"" title=""Club profile of Edgewood Speakeasy"">Edgewood Speakeasy</a>"," 327 Edgewood Ave SE, Atlanta, GA 30312, USA",7 Feb 2020,3
16,"Space Jesus, Tsuruda, Tiedye Ky, Onhell","<a class=""cat-rev"" href=""/club.aspx?id=11741"" title=""Club profile of Variety Playhouse"">Variety Playhouse</a>", Atlanta,7 Feb 2020,1
17,Deorro,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",7 Feb 2020,1
18,Will Clarke presented by Private Label,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",8 Feb 2020,1
19,Livio & Roby,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",8 Feb 2020,1
20,Crankdat with Ricky Retro - Iris Esp101 Learn To Believe,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",8 Feb 2020,1
21,Stranger Tings Tour - Wish Lounge at Iris,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",8 Feb 2020,1
22,"Blockhead, Arms and Sleepers, il:lo","<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",13 Feb 2020,1
23,Telefon Tel Aviv,"<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",14 Feb 2020,4
24,Gabriel & Dresden: Remedy Album Tour,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",14 Feb 2020,2
25,Psycho Disco,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",14 Feb 2020,0
26,Alley Cat with Mike Servito,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",15 Feb 2020,3
27,"Bobi Stevkovski, Maria Serena x Zeek by Project B.","<a class=""cat-rev"" href=""/club.aspx?id=157241"" title=""Club profile of The Rooftop"">The Rooftop</a>", 421 Edgewood Ave. Atlanta GA 30312 USA,15 Feb 2020,3
28,Deep South with Horse Meat Disco,"<a class=""cat-rev"" href=""/club.aspx?id=167131"" title=""Club profile of The Heretic"">The Heretic</a>"," 2069 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",15 Feb 2020,4
29,An Evening with Eddie C,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",15 Feb 2020,4
30,Wax Motif: North American Tour,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",15 Feb 2020,1
31,Laura Indorf and Corey Jackson,"<a class=""cat-rev"" href=""/club.aspx?id=151882"" title=""Club profile of Midcity Cafe"">Midcity Cafe</a>"," 850 W Peachtree St NW, Atlanta, Georgia 30308",15 Feb 2020,0
32,Garden of Babylon,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",20 Feb 2020,3
33,Moody Good: Sunny Side Up Tour with Blvkjvck,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",20 Feb 2020,1
34,Jason Ross: 1000 Faces Tour,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",21 Feb 2020,3
35,Oliver Heldens Disco Fries - Iris Esp101 Learn to Believe,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",21 Feb 2020,3
36,"Join The Tribe ft Saeed Younan, Scott Houston, Ramsey K Ian Live",BQE Lounge,"262 Edgewood Ave NE Atlanta, Georgia 30303",21 Feb 2020,1
37,MK (Marc Kinchen),"<a class=""cat-rev"" href=""/club.aspx?id=156556"" title=""Club profile of District Atlanta"">District Atlanta</a>"," 269 Armour Drive NE, Atlanta, GA 30324, USA",22 Feb 2020,0
38,Vlsc Pharmacy presents: Nikki Nair,"<a class=""cat-rev"" href=""/club.aspx?id=178982"" title=""Club profile of The Bakery Atlanta"">The Bakery Atlanta</a>"," 825 Warner St SW, Atlanta, GA 30310",22 Feb 2020,2
39,No Place Like Atlanta with NOX Vahn & Special Guest,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",22 Feb 2020,2
40,Snakehips - Iris Esp101 Learn To Believe - Saturday February 22,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",22 Feb 2020,1
41,"Nikki Nair, D2T, Dee Belvedere","<a class=""cat-rev"" href=""/club.aspx?id=145721"" title=""Club profile of The Bakery Atlanta"">The Bakery Atlanta</a>"," 825 Warner St SW, Atlanta, GA 30310, USA",22 Feb 2020 ,1
0,"Nikki Nair, D2T, Dee Belvedere","<a class=""cat-rev"" href=""/club.aspx?id=145721"" title=""Club profile of The Bakery Atlanta"">The Bakery Atlanta</a>"," 825 Warner St SW, Atlanta, GA 30310, USA",22 Feb 2020 ,1
1,Foolish Behaviour with The DJ Bri,"<a class=""cat-rev"" href=""/club.aspx?id=152628"" title=""Club profile of Edgewood Speakeasy"">Edgewood Speakeasy</a>"," 327 Edgewood Ave SE, Atlanta, GA 30312, USA",27 Feb 2020,2
2,Sasha presented by Private Label:,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",28 Feb 2020,7
3,Friday Night Ritual,"<a class=""cat-rev"" href=""/club.aspx?id=159277"" title=""Club profile of Crazy Atlanta"">Crazy Atlanta</a>"," 182 Courtland St NE Atlanta, GA 30303 United States",28 Feb 2020,1
4,Matthias Meyer by Project B.,"<a class=""cat-rev"" href=""/club.aspx?id=157241"" title=""Club profile of The Rooftop"">The Rooftop</a>", 421 Edgewood Ave. Atlanta GA 30312 USA,29 Feb 2020,15
5,Archie Hamilton by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",29 Feb 2020,3
6,Shiba San,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",29 Feb 2020,3
7,Make Room for Florista & Elio Stereo,"<a class=""cat-rev"" href=""/club.aspx?id=178983"" title=""Club profile of The Sound Table"">The Sound Table</a>"," 483 Edgewood Ave SE, Atlanta, GA 30312",29 Feb 2020,2
8,"Little People, Frameworks, Yppah","<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",29 Feb 2020 ,1
9,subtle Elements - Leap Year Rave with Yousef,"<a class=""cat-rev"" href=""/club.aspx?id=170812"" title=""Club profile of Odyssey After"">Odyssey After</a>"," 156 Forsyth Street Southwest, Atlanta, Georgia 30303",29 Feb 2020,1
10,Secreto 009 Feat. DJ EU,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",29 Feb 2020,0
11,Queer Heaven! Drag Show & Live Music & Dance Party,"<a class=""cat-rev"" href=""/club.aspx?id=182434"" title=""Club profile of The Caledonia Lounge"">The Caledonia Lounge</a>"," 256 W. Clayton Street, Athens, GA 30601",29 Feb 2020,0
12,"Little People, Frameworks, Yppah","<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",29 Feb 2020 ,1
13,Charlotte De Witte presented by Private Label,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",5 Mar 2020,5
14,Vlsc presents: P.Leone,"<a class=""cat-rev"" href=""/club.aspx?id=171918"" title=""Club profile of Georgia Beer Garden"">Georgia Beer Garden</a>"," 420 Edgewood Ave SE, Atlanta, GA 30312, USA",6 Mar 2020,3
15,subtle Elements - Intimate Night with D-Unity,"<a class=""cat-rev"" href=""/club.aspx?id=170812"" title=""Club profile of Odyssey After"">Odyssey After</a>"," 156 Forsyth Street Southwest, Atlanta, Georgia 30303",6 Mar 2020,1
16,Malaa - Bling Bling Tour - Iris Esp101 Learn To Believe,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",6 Mar 2020,1
17,Ad•verse Fest 2020,"<a class=""cat-rev"" href=""/club.aspx?id=182434"" title=""Club profile of The Caledonia Lounge"">The Caledonia Lounge</a>"," 256 W. Clayton Street, Athens, GA 30601",6 Mar 2020 ,1
18,Sonic Soul Sessions - with Keiran & Akkadian,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",6 Mar 2020,1
19,Bobi Stevkovski [Open To Close] by Project B.,"<a class=""cat-rev"" href=""/club.aspx?id=157241"" title=""Club profile of The Rooftop"">The Rooftop</a>", 421 Edgewood Ave. Atlanta GA 30312 USA,7 Mar 2020,9
20,DeWalta by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",7 Mar 2020,3
21,Ad•verse Fest 2020,"<a class=""cat-rev"" href=""/club.aspx?id=182434"" title=""Club profile of The Caledonia Lounge"">The Caledonia Lounge</a>"," 256 W. Clayton Street, Athens, GA 30601",6 Mar 2020 ,1
22,Vintage Culture,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",7 Mar 2020,1
23,The Gathering 15th Anniversary wsg Karizma,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",7 Mar 2020,1
24,Jade (Kindisch - Mobilee - No. 19 ) with Motion Collectiv,Vision Studios,3875 Green Industrial Way,7 Mar 2020,1
25,Shitkid on Tour at 529,"<a class=""cat-rev"" href=""/club.aspx?id=56892"" title=""Club profile of The 529"">The 529</a>"," 529 Flat Shoals Ave, Atlanta, GA 30316 USA",9 Mar 2020,1
26,Fedde Le Grand with Danny Kolk - Iris Esp101,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",13 Mar 2020,2
27,Psycho Disco,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",13 Mar 2020,1
28,Spag Heddy: Armageddy Tour with Laxx,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",13 Mar 2020,0
29,"Truth, K.L.O, Black Carl!, Collector","<a class=""cat-rev"" href=""/club.aspx?id=73406"" title=""Club profile of Terminal West"">Terminal West</a>"," 887 West Marietta St NW, Atlanta, GA 30318, United States",13 Mar 2020,0
30,Private Label: Gene Farris,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",13 Mar 2020,0
31,EPROM - Aikon Tour - Wish Lounge at Iris - Friday March 13,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",13 Mar 2020,0
32,Sunset Rooftop Season Opener: DAVI,"<a class=""cat-rev"" href=""/club.aspx?id=157241"" title=""Club profile of The Rooftop"">The Rooftop</a>", 421 Edgewood Ave. Atlanta GA 30312 USA,14 Mar 2020,21
33,Tini by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",14 Mar 2020,7
34,Downlink & Krimer - Iris Esp101 Learn to Believe,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",14 Mar 2020,1
35,Cancelled*** Groove On St.Patrick's Day,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",17 Mar 2020,2
36,Tchami,"<a class=""cat-rev"" href=""/club.aspx?id=112214"" title=""Club profile of Buckhead Theatre"">Buckhead Theatre</a>"," 3110 Roswell Rd NE, Atlanta, GA 30305, United States",17 Mar 2020,2
37,Tambor Party - Atlanta [Mar 21] Cancelled,"<a class=""cat-rev"" href=""/club.aspx?id=179901"" title=""Club profile of Parlor"">Parlor</a>"," 249 Peters St SW, Atlanta, GA 30313",21 Mar 2020,1
38,Stroke,"<a class=""cat-rev"" href=""/club.aspx?id=176886"" title=""Club profile of The Mammal Gallery"">The Mammal Gallery</a>"," 682 Murphy Ave SW, #3064, Atlanta, Georgia 30310",21 Mar 2020,2
39,Snatched Tour: Dirtysnatcha with Rico Act and D3V| Iris at Believe ,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",21 Mar 2020,1
40,Rebirth (2020),Safety Wolf,"4215 Thurman Rd, Conley, GA 30288, USA",21 Mar 2020,1
41,"Fennesz, Britton Powell","<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",22 Mar 2020,2
0,Carl Cox Invites Enrico Sangiuliano presented by Private Label,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",25 Mar 2020,9
1,Foolish Behaviour with Comstock,"<a class=""cat-rev"" href=""/club.aspx?id=152628"" title=""Club profile of Edgewood Speakeasy"">Edgewood Speakeasy</a>"," 327 Edgewood Ave SE, Atlanta, GA 30312, USA",26 Mar 2020,0
2,Dubfire by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",27 Mar 2020,4
3,Cozy Bar Gets Sh*Tfaced,Cozy Bar,"179 N Jackson Street, Athens, Georgia, 30601",27 Mar 2020,2
4,Dance The Body,"<a class=""cat-rev"" href=""/club.aspx?id=173101"" title=""Club profile of Murmur Gallery"">Murmur Gallery</a>", 100 Broad St SW,27 Mar 2020,1
5,Sander Van Doorn,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",27 Mar 2020,0
6,Subtle Elements - Intimate Night with Christian Smith,"<a class=""cat-rev"" href=""/club.aspx?id=170812"" title=""Club profile of Odyssey After"">Odyssey After</a>"," 156 Forsyth Street Southwest, Atlanta, Georgia 30303",27 Mar 2020,0
7,Behrouz by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",28 Mar 2020,2
8,[Postponed] Andrey Pushkarev [All Night Long] by Project B,"<a class=""cat-rev"" href=""/club.aspx?id=41317"" title=""Club profile of The Music Room"">The Music Room</a>"," 327 Edgewood Avenue, Atlanta, GA 30312, USA",28 Mar 2020,3
9,Kristian Nairn,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",28 Mar 2020,0
10,Bonnie X Clyde - Iris Esp101 Learn to Believe - Saturday April 4,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",4 Apr 2020,0
11,simulate 07 - Vincent Lemieux & Elon,"<a class=""cat-rev"" href=""/club.aspx?id=27112"" title=""Club profile of The Sound Table"">The Sound Table</a>"," 483 Edgewood Avenue SE; Atlanta, GA 30312; United States",10 Apr 2020 ,1
12,Ghastly - Believe 2 Year Anniversary! - Iris Esp101 Learn to Believe - Friday,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",17 Apr 2020,0
13,Ardalan by Alley Cat Music,"<a class=""cat-rev"" href=""/club.aspx?id=108256"" title=""Club profile of The Alley Cat Music Club"">The Alley Cat Music Club</a>"," 182 Courtland St NE Atlanta,GA 30312",18 Apr 2020,1
14,"Seppa, Vctre, Pheel., Curra","<a class=""cat-rev"" href=""/club.aspx?id=106975"" title=""Club profile of Aisle 5"">Aisle 5</a>"," 1123 Euclid Ave NE, Atlanta, GA 30307, United States",18 Apr 2020,0
0,Yves Tumor & Its Band,"<a class=""cat-rev"" href=""/club.aspx?id=73406"" title=""Club profile of Terminal West"">Terminal West</a>"," 887 West Marietta St NW, Atlanta, GA 30318, United States",23 Apr 2020,3
1,Records with Friends,TBA: New Beltline Location,30312,25 Apr 2020,1
2,Flux Pavilion - Iris Esp101 Learn to Believe - Saturday April 25,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",25 Apr 2020,0
3,Back To Basics Vol. 2 - The Widdler x Pushloop - Wish Lounge at Iris - May 1,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",1 May 2020,0
4,[CANCELLED] The Polish Ambassador & Friends feat. Nitty Scott with Saqi,"<a class=""cat-rev"" href=""/club.aspx?id=11741"" title=""Club profile of Variety Playhouse"">Variety Playhouse</a>", Atlanta,1 May 2020,2
5,Gioli & Assia,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",2 May 2020,1
6,Berrix - Wish Lounge at Iris - Saturday May 2,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",2 May 2020,0
7,Hernan Cattaneo (Open to Close),"<a class=""cat-rev"" href=""/club.aspx?id=156556"" title=""Club profile of District Atlanta"">District Atlanta</a>"," 269 Armour Drive NE, Atlanta, GA 30324, USA",8 May 2020,2
8,Whipped Cream - 2020 Tour - Iris Esp101 Learn to Believe - Saturday May 9,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",9 May 2020,0
9,Krewella presents: ZER0 US Spring Tour,"<a class=""cat-rev"" href=""/club.aspx?id=157984"" title=""Club profile of Ravine"">Ravine</a>"," 1021 Peachtree St NE, Atlanta, GA 30309",15 May 2020,0
10,Memba - Inevitable Tour with Gilligan Moss - Wish - Fri May 15,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",15 May 2020,0
11,Rusko Nato Feelz - Iris Esp101 Learn to Believe - Sat. May 16,"<a class=""cat-rev"" href=""/club.aspx?id=160114"" title=""Club profile of Believe Music Hall"">Believe Music Hall</a>"," 181 Ralph David Abernathy Blvd SW, Atlanta, Georgia 30312",16 May 2020,0
